,plotID,errorLocation,errorType,errorMsg
121,STREATHAM_S4_P2312_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P2312_R2 is already in a fallow state. You cannot terminate a fallow state
122,STREATHAM_S4_P2312_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P2312_R3 is already in a fallow state. You cannot terminate a fallow state
123,STREATHAM_S4_P3123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P3123_R1 is already in a fallow state. You cannot terminate a fallow state
124,STREATHAM_S4_P3123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P3123_R2 is already in a fallow state. You cannot terminate a fallow state
125,STREATHAM_S4_P3123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S4_P3123_R3 is already in a fallow state. You cannot terminate a fallow state
126,STREATHAM_S5_P1231_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P1231_R1 is already in a fallow state. You cannot terminate a fallow state
127,STREATHAM_S5_P1231_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P1231_R2 is already in a fallow state. You cannot terminate a fallow state
128,STREATHAM_S5_P1231_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P1231_R3 is already in a fallow state. You cannot terminate a fallow state
129,STREATHAM_S5_P2312_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P2312_R1 is already in a fallow state. You cannot terminate a fallow state
130,STREATHAM_S5_P2312_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P2312_R2 is already in a fallow state. You cannot terminate a fallow state
131,STREATHAM_S5_P2312_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P2312_R3 is already in a fallow state. You cannot terminate a fallow state
132,STREATHAM_S5_P3123_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P3123_R1 is already in a fallow state. You cannot terminate a fallow state
133,STREATHAM_S5_P3123_R2,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P3123_R2 is already in a fallow state. You cannot terminate a fallow state
134,STREATHAM_S5_P3123_R3,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S5_P3123_R3 is already in a fallow state. You cannot terminate a fallow state
135,STREATHAM_S6.2_P1231_R1,checkPlotState,<class 'ValueError'>,Plot STREATHAM_S6.2_P1231_R1 is already in a fallow state. You cannot terminate a fallow state
