,site,plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,plot_revenue_dollars,plot_gross_margin_dollars,,Zeros,NAS
580,hart,HART_S9_P2341_R1,2024,2,202,221.5951118,301.95,-121.6451118,,0,0
581,hart,HART_S4.3_P4123_R2,2023,1,202,258.75835,1005.154,544.39565,,0,0
582,hart,HART_S4.3_P4123_R2,2024,2,193.5,242.3244,516.1,80.2756,,0,0
583,hart,HART_S6_P4123_R2,2023,1,202,235.75835,1082.932,645.17365,,0,0
584,hart,HART_S6_P4123_R2,2024,2,193.5,242.3244,519.35,83.5256,,0,0
585,hart,HART_S8_P1234_R2,2023,1,204.5,222.5193,931.45,504.4307,,0,0
586,hart,HART_S8_P1234_R2,2024,2,202,214.2938734,698.28,281.9861266,,0,0
587,hart,HART_S6_P3412_R3,2023,1,202,246.75835,852.72,403.96165,,0,0
588,hart,HART_S6_P3412_R3,2024,2,202,171.8577747,527.758,153.9002253,,0,0
589,hart,HART_S4.2_P4123_R2,2023,1,202,235.75835,1035.55,597.79165,,0,0
590,hart,HART_S4.2_P4123_R2,2024,2,193.5,242.3244,466.7,30.8756,,0,0
591,hart,HART_S4.3_P1234_R2,2023,1,204.5,222.5193,1151.15,724.1307,,0,0
592,hart,HART_S4.3_P1234_R2,2024,2,202,255.722505,589.38,131.657495,,0,0
593,hart,HART_S5_P0000_R2,2023,1,204.5,222.5193,1092,664.9807,,0,0
594,hart,HART_S5_P0000_R2,2024,2,193.5,238.4444,0,-431.9444,,0,0
595,hart,HART_S10.2_P2312_R3,2023,1,202,218.75835,950.73,529.97165,,0,0
596,hart,HART_S10.2_P2312_R3,2024,2,202,181.9724503,512.56,128.5875497,,0,0
597,hart,HART_S3_P1234_R1,2023,1,204.5,222.5193,984.75,557.7307,,0,0
598,hart,HART_S3_P1234_R1,2024,2,202,216.2718824,596.31,178.0381176,,0,0
599,hart,HART_S8_P4123_R2,2023,1,202,246.75835,898.59,449.83165,,0,0
600,hart,HART_S8_P4123_R2,2024,2,193.5,242.3244,440.05,4.2256,,0,0
601,hart,HART_S4.2_P2341_R2,2023,1,202,246.75835,781.77,333.01165,,0,0
602,hart,HART_S4.2_P2341_R2,2024,2,210.5,237.4248707,46.65,-401.2748707,,0,0
603,hart,HART_S4.3_P4123_R1,2023,1,202,258.75835,1296.3,835.54165,,0,0
604,hart,HART_S4.3_P4123_R1,2024,2,193.5,242.3244,269.75,-166.0744,,0,0
605,hart,HART_S1.1_P2312_R3,2023,1,202,246.75835,935.55,486.79165,,0,0
606,hart,HART_S1.1_P2312_R3,2024,2,202,205.8544,211.58,-196.2744,,0,0
607,hart,HART_S1.2_P1231_R2,2023,1,204.5,222.5193,1045.2,618.1807,,0,0
608,hart,HART_S1.2_P1231_R2,2024,2,202,202.6106741,723.69,319.0793259,,0,0
609,hart,HART_S3_P3412_R1,2023,1,204.5,222.5193,1044.55,617.5307,,0,0
610,hart,HART_S3_P3412_R1,2024,2,202,155.8544,766.754,408.8996,,0,0
611,hart,HART_S1.1_P3123_R2,2023,1,202,235.75835,1091.872,654.11365,,0,0
612,hart,HART_S1.1_P3123_R2,2024,2,193.5,242.3244,0,-435.8244,,0,0
613,hart,HART_S10.2_P2312_R1,2023,1,202,218.75835,1246.41,825.65165,,0,0
614,hart,HART_S10.2_P2312_R1,2024,2,202,181.9724503,63.474,-320.4984503,,0,0
615,hart,HART_S8_P3412_R3,2023,1,202,235.75835,1186.636,748.87765,,0,0
616,hart,HART_S8_P3412_R3,2024,2,202,256.6111731,444.84,-13.77117315,,0,0
617,hart,HART_S4.2_P2341_R3,2023,1,202,246.75835,1148.4,699.64165,,0,0
618,hart,HART_S4.2_P2341_R3,2024,2,210.5,237.4248707,239.47,-208.4548707,,0,0
619,hart,HART_S7_P3412_R1,2023,1,202,246.75835,1249.71,800.95165,,0,0
620,hart,HART_S7_P3412_R1,2024,2,202,214.9032939,72.712,-344.1912939,,0,0
621,hart,HART_S2.3_P0000_R2,2023,1,202,285.75835,1233.21,745.45165,,0,0
622,hart,HART_S2.3_P0000_R2,2024,2,202,182.7649921,221.563,-163.2019921,,0,0
623,hart,HART_S3_P1234_R2,2023,1,204.5,222.5193,851.5,424.4807,,0,0
624,hart,HART_S3_P1234_R2,2024,2,202,216.2718824,561,142.7281176,,0,0
625,hart,HART_S1.1_P1231_R3,2023,1,204.5,222.5193,1015.3,588.2807,,0,0
626,hart,HART_S1.1_P1231_R3,2024,2,202,223.052,490.71,65.658,,0,0
627,hart,HART_S1.3_P3123_R1,2023,1,202,258.75835,1085.912,625.15365,,0,0
628,hart,HART_S1.3_P3123_R1,2024,2,193.5,242.3244,438.75,2.9256,,0,0
629,hart,HART_S1.3_P3123_R3,2023,1,202,258.75835,1244.448,783.68965,,0,0
630,hart,HART_S1.3_P3123_R3,2024,2,193.5,242.3244,362.05,-73.7744,,0,0
631,hart,HART_S9_P4123_R3,2023,1,202,235.75835,1281.102,843.34365,,0,0
632,hart,HART_S9_P4123_R3,2024,2,182.5,139.03,0,-321.53,,0,0
633,hart,HART_S4.2_P3412_R3,2023,1,213,236.5018,190.954,-258.5478,,0,0
634,hart,HART_S4.2_P3412_R3,2024,2,202,179.2822903,51.852,-329.4302903,,0,0
635,hart,HART_S1.1_P1231_R1,2023,1,204.5,222.5193,1259.7,832.6807,,0,0
636,hart,HART_S1.1_P1231_R1,2024,2,202,223.052,441.54,16.488,,0,0
637,hart,HART_S4.1_P2341_R3,2023,1,202,225.25835,1084.38,657.12165,,0,0
638,hart,HART_S4.1_P2341_R3,2024,2,210.5,254.7337181,69.664,-395.5697181,,0,0
639,hart,HART_S4.1_P2341_R1,2023,1,202,225.25835,903.54,476.28165,,0,0
640,hart,HART_S4.1_P2341_R1,2024,2,210.5,254.7337181,88.946,-376.2877181,,0,0
641,hart,HART_S9_P3412_R1,2023,1,202,246.75835,1082.4,633.64165,,0,0
642,hart,HART_S9_P3412_R1,2024,2,202,220.6835143,119.498,-303.1855143,,0,0
643,hart,HART_S10.2_P2312_R2,2023,1,202,218.75835,940.83,520.07165,,0,0
644,hart,HART_S10.2_P2312_R2,2024,2,202,181.9724503,332.27,-51.7024503,,0,0
645,hart,HART_S9_P1234_R3,2023,1,204.5,235.9362,0,-440.4362,,0,0
646,hart,HART_S9_P1234_R3,2024,2,210.5,235.516,209.614,-236.402,,0,0
647,hart,HART_S1.3_P1231_R2,2023,1,204.5,222.5193,827.45,400.4307,,0,0
648,hart,HART_S1.3_P1231_R2,2024,2,202,243.052,589.05,143.998,,0,0
649,hart,HART_S10.3_P1231_R3,2023,1,204.5,227.7693,938.976,506.7067,,0,0
650,hart,HART_S10.3_P1231_R3,2024,2,202,232.1794759,367.95,-66.22947586,,0,0
651,hart,HART_S10.3_P2312_R2,2023,1,202,246.75835,989.67,540.91165,,0,0
652,hart,HART_S10.3_P2312_R2,2024,2,202,194.9781552,473.82,76.84184479,,0,0
653,hart,HART_S7_P2341_R1,2023,1,204.5,209.9862,664.774,250.2878,,0,0
654,hart,HART_S7_P2341_R1,2024,2,202,229.6281983,647.79,216.1618017,,0,0
655,hart,HART_S10.1_P1231_R1,2023,1,204.5,227.7693,793.39,361.1207,,0,0
656,hart,HART_S10.1_P1231_R1,2024,2,202,228.3950739,382.8,-47.59507386,,0,0
657,hart,HART_S1.2_P2312_R3,2023,1,202,246.75835,1033.56,584.80165,,0,0
658,hart,HART_S1.2_P2312_R3,2024,2,202,180.7204495,216.646,-166.0744495,,0,0
659,hart,HART_S2.2_P0000_R2,2023,1,202,264.25835,950.73,484.47165,,0,0
660,hart,HART_S2.2_P0000_R2,2024,2,202,182.4172712,502.726,118.3087288,,0,0
661,hart,HART_S4.1_P4123_R3,2023,1,202,209.25835,1031.08,619.82165,,0,0
662,hart,HART_S4.1_P4123_R3,2024,2,193.5,242.3244,430.95,-4.8744,,0,0
663,warrambine,WARRAMBINE_S7_P0000_R2,2023,1,204.5,771.1006,1559.91,584.3094,,0,0
664,warrambine,WARRAMBINE_S2_P1231_R3,2023,1,215.5,703.663,1691.82,772.657,,0,0
665,warrambine,WARRAMBINE_S5_P1231_R2,2023,1,237.5,611.001,0,-848.501,,0,0
666,warrambine,WARRAMBINE_S3_P3123_R1,2023,1,232.5,775.8506,1215.72,207.3694,,0,0
667,warrambine,WARRAMBINE_S1_P2121_R3,2023,1,243.5,775.8506,1259.94,240.5894,,0,0
668,warrambine,WARRAMBINE_S3_P3123_R2,2023,1,221.5,775.8506,1009.8,12.4494,,0,0
669,warrambine,WARRAMBINE_S4_P2312_R3,2023,1,232.5,708.108,1990.4,1049.792,,0,0
670,warrambine,WARRAMBINE_S3_P1231_R3,2023,1,215.5,609.801,1489.202,663.901,,0,0
671,warrambine,WARRAMBINE_S4_P2312_R2,2023,1,221.5,708.108,1594.186,664.578,,0,0
672,warrambine,WARRAMBINE_S7_P0000_R3,2023,1,204.5,741.1006,1625.25,679.6494,,0,0
673,warrambine,WARRAMBINE_S4_P1231_R3,2023,1,215.5,458.038,0,-673.538,,0,0
674,warrambine,WARRAMBINE_S2_P1231_R1,2023,1,215.5,703.663,2650.86,1731.697,,0,0
675,warrambine,WARRAMBINE_S5_P2312_R1,2023,1,221.5,708.108,1706.768,777.16,,0,0
676,warrambine,WARRAMBINE_S4_P2312_R1,2023,1,232.5,708.108,1146.968,206.36,,0,0
677,warrambine,WARRAMBINE_S6_P0000_R3,2023,1,204.5,557.813,1203.014,440.701,,0,0
678,warrambine,WARRAMBINE_S5_P2312_R2,2023,1,243.5,708.108,1831.168,879.56,,0,0
679,warrambine,WARRAMBINE_S5_P1231_R3,2023,1,248.5,611.001,0,-859.501,,0,0
680,warrambine,WARRAMBINE_S5_P1231_R1,2023,1,248.5,611.001,0,-859.501,,0,0
681,warrambine,WARRAMBINE_S6_P0000_R2,2023,1,193.5,557.813,1427.366,676.053,,0,0
682,warrambine,WARRAMBINE_S2_P1231_R2,2023,1,215.5,703.663,2118.42,1199.257,,0,0
683,warrambine,WARRAMBINE_S2_P3123_R1,2023,1,221.5,775.8506,1491.27,493.9194,,0,0
684,warrambine,WARRAMBINE_S3_P3123_R3,2023,1,221.5,775.8506,1443.75,446.3994,,0,0
685,warrambine,WARRAMBINE_S4_P1231_R1,2023,1,204.5,458.038,0,-662.538,,0,0
686,warrambine,WARRAMBINE_S2_P3123_R2,2023,1,232.5,775.8506,1218.69,210.3394,,0,0
687,warrambine,WARRAMBINE_S1_P1212_R2,2023,1,232.5,708.108,1237.158,296.55,,0,0
688,warrambine,WARRAMBINE_S1_P2121_R1,2023,1,221.5,775.8506,1361.58,364.2294,,0,0
689,warrambine,WARRAMBINE_S4_P3123_R2,2023,1,232.5,775.8506,1171.83,163.4794,,0,0
690,warrambine,WARRAMBINE_S5_P3123_R2,2023,1,232.5,775.8506,1339.14,330.7894,,0,0
691,warrambine,WARRAMBINE_S2_P2312_R2,2023,1,221.5,708.108,1551.89,622.282,,0,0
692,warrambine,WARRAMBINE_S3_P1231_R2,2023,1,237.5,609.801,1614.58,767.279,,0,0
693,warrambine,WARRAMBINE_S7_P0000_R1,2023,1,215.5,815.3506,1250.37,219.5194,,0,0
694,warrambine,WARRAMBINE_S1_P1212_R1,2023,1,232.5,708.108,1541.316,600.708,,0,0
695,warrambine,WARRAMBINE_S3_P2312_R2,2023,1,243.5,708.108,1548.158,596.55,,0,0
696,warrambine,WARRAMBINE_S3_P2312_R1,2023,1,232.5,708.108,1812.508,871.9,,0,0
697,warrambine,WARRAMBINE_S4_P3123_R3,2023,1,232.5,775.8506,1784.97,776.6194,,0,0
698,warrambine,WARRAMBINE_S3_P1231_R1,2023,1,226.5,609.801,1798.137,961.836,,0,0
699,warrambine,WARRAMBINE_S5_P3123_R3,2023,1,221.5,775.8506,1432.53,435.1794,,0,0
700,warrambine,WARRAMBINE_S2_P2312_R3,2023,1,232.5,708.108,1750.308,809.7,,0,0
701,warrambine,WARRAMBINE_S6_P0000_R1,2023,1,215.5,557.813,1085.314,312.001,,0,0
702,warrambine,WARRAMBINE_S3_P2312_R3,2023,1,243.5,708.108,1775.188,823.58,,0,0
703,warrambine,WARRAMBINE_S4_P3123_R1,2023,1,232.5,775.8506,1369.83,361.4794,,0,0
704,warrambine,WARRAMBINE_S1_P1212_R3,2023,1,243.5,708.108,1463.566,511.958,,0,0
705,warrambine,WARRAMBINE_S2_P3123_R3,2023,1,221.5,775.8506,1228.59,231.2394,,0,0
706,warrambine,WARRAMBINE_S5_P3123_R1,2023,1,232.5,775.8506,1346.73,338.3794,,0,0
707,warrambine,WARRAMBINE_S1_P2121_R2,2023,1,232.5,775.8506,1243.77,235.4194,,0,0
708,warrambine,WARRAMBINE_S4_P1231_R2,2023,1,215.5,458.038,0,-673.538,,0,0
709,warrambine,WARRAMBINE_S2_P2312_R1,2023,1,254.5,708.108,1077.304,114.696,,0,0
710,warrambine,WARRAMBINE_S5_P2312_R3,2023,1,232.5,708.108,1661.362,720.754,,0,0
711,streatham,STREATHAM_S6.2_P1231_R1,2023,1,226.5,961.9,0,-1188.4,,0,0
712,streatham,STREATHAM_S6.2_P1231_R1,2024,2,226.5,958.3714366,1301.941639,117.0702021,,0,0
713,streatham,STREATHAM_S9.3_P2121_R3,2023,1,296,1399.8676,1958.22,262.3524,,0,0
714,streatham,STREATHAM_S9.3_P2121_R3,2024,2,215.5,767.4003496,1752.774417,769.8740678,,0,0
715,streatham,STREATHAM_S2.1_P1234_R2,2023,1,292.5,1266.35,1185.84,-373.01,,0,0
716,streatham,STREATHAM_S2.1_P1234_R2,2024,2,248.5,825.0279638,1633.535353,560.0073896,,0,0
717,streatham,STREATHAM_S2.2_P1234_R3,2023,1,292.5,1266.35,932.58,-626.27,,0,0
718,streatham,STREATHAM_S2.2_P1234_R3,2024,2,248.5,910.4324656,1891.498656,732.5661905,,0,0
719,streatham,STREATHAM_S2.4_P2341_R3,2023,1,307,1315.4,2785.938,1163.538,,0,0
720,streatham,STREATHAM_S2.4_P2341_R3,2024,2,259.5,1141.533834,1022.933468,-378.100366,,0,0
721,streatham,STREATHAM_S2.4_P3412_R3,2023,1,296,1442.3676,1903.11,164.7424,,0,0
722,streatham,STREATHAM_S2.4_P3412_R3,2024,2,259.5,1111.908935,1168.934812,-202.4741232,,0,0
723,streatham,STREATHAM_S3_P3412_R2,2023,1,307,1275.4,2822.636,1240.236,,0,0
724,streatham,STREATHAM_S3_P3412_R2,2024,2,215.5,859.9486975,1144.444444,68.99574698,,0,0
725,streatham,STREATHAM_S6.1_P3123_R3,2023,1,296,1399.8676,1903.11,207.2424,,0,0
726,streatham,STREATHAM_S6.1_P3123_R3,2024,2,218,646.475,0,-864.475,,0,0
727,streatham,STREATHAM_S1.1_P1212_R2,2023,1,307,1225.4,2480.536,948.136,,0,0
728,streatham,STREATHAM_S1.1_P1212_R2,2024,2,248.5,1075.087013,973.1481481,-350.438865,,0,0
729,streatham,STREATHAM_S6.2_P3123_R2,2023,1,296,1399.8676,1982.97,287.1024,,0,0
730,streatham,STREATHAM_S6.2_P3123_R2,2024,2,218,646.475,0,-864.475,,0,0
731,streatham,STREATHAM_S9.3_P2121_R1,2023,1,296,1399.8676,1906.74,210.8724,,0,0
732,streatham,STREATHAM_S9.3_P2121_R1,2024,2,215.5,767.4003496,1317.391695,334.491345,,0,0
733,streatham,STREATHAM_S2.1_P1234_R3,2023,1,292.5,1266.35,1317.6,-241.25,,0,0
734,streatham,STREATHAM_S2.1_P1234_R3,2024,2,248.5,825.0279638,1900.207213,826.6792497,,0,0
735,streatham,STREATHAM_S1.1_P1212_R1,2023,1,307,1225.4,2729.958,1197.558,,0,0
736,streatham,STREATHAM_S1.1_P1212_R1,2024,2,248.5,1075.087013,828.7037039,-494.8833092,,0,0
737,streatham,STREATHAM_S7_P3412_R1,2023,1,307,1275.4,2578.812,996.412,,0,0
738,streatham,STREATHAM_S7_P3412_R1,2024,2,215.5,879.5862047,827.7777776,-267.3084271,,0,0
739,streatham,STREATHAM_S12_P0000_R6,2023,1,296,1399.8676,1605.45,-90.4176,,0,0
740,streatham,STREATHAM_S11_P0000_R9,2023,1,292.5,1225.4225,1590.15,72.2275,,0,0
741,streatham,STREATHAM_S2.3_P1234_R2,2023,1,270.5,1200.1525,1016.28,-454.3725,,0,0
742,streatham,STREATHAM_S2.3_P1234_R2,2023,2,281.5,1000.508277,1582.923681,300.9154039,,0,0
743,streatham,STREATHAM_S13_P0000_R8,2023,1,226.5,961.9,0,-1188.4,,0,0
744,streatham,STREATHAM_S4_P2312_R3,2023,1,307,1275.4,2594.984,1012.584,,0,0
745,streatham,STREATHAM_S4_P2312_R3,2024,2,215.5,885.3147844,806.7036292,-294.1111553,,0,0
746,streatham,STREATHAM_S2.3_P1234_R1,2023,1,270.5,1200.1525,1388.88,-81.7725,,0,0
747,streatham,STREATHAM_S2.3_P1234_R1,2023,2,281.5,1000.508277,1478.209877,196.2015994,,0,0
748,streatham,STREATHAM_S5_P1231_R1,2023,1,307,1275.4,2868.664,1286.264,,0,0
749,streatham,STREATHAM_S5_P1231_R1,2024,2,215.5,855.0121467,987.9629628,-82.54918394,,0,0
750,streatham,STREATHAM_S2.1_P2341_R1,2023,1,307,1225.4,2690.772,1158.372,,0,0
751,streatham,STREATHAM_S2.1_P2341_R1,2024,2,259.5,1077.079767,865.7407407,-470.839026,,0,0
752,streatham,STREATHAM_S13_P0000_R1,2023,1,226.5,961.9,0,-1188.4,,0,0
753,streatham,STREATHAM_S13_P0000_R1,2024,2,185,1833,0,-2018,,0,0
754,streatham,STREATHAM_S1.3_P2121_R3,2023,1,296,1414.8676,1439.13,-271.7376,,0,0
755,streatham,STREATHAM_S1.3_P2121_R3,2024,2,262,811.545,1762.612007,689.0670072,,0,0
756,streatham,STREATHAM_S1.3_P2121_R2,2023,1,296,1414.8676,1357.29,-353.5776,,0,0
757,streatham,STREATHAM_S1.3_P2121_R2,2024,2,262,811.545,1528.821549,455.2765489,,0,0
758,streatham,STREATHAM_S9.1_P1212_R2,2023,1,259.5,1073.95,2670.246,1336.796,,0,0
759,streatham,STREATHAM_S9.1_P1212_R2,2024,2,215.5,876.8992772,919.4444444,-172.9548328,,0,0
760,streatham,STREATHAM_S2.1_P1234_R1,2023,1,292.5,1266.35,1370.52,-188.33,,0,0
761,streatham,STREATHAM_S2.1_P1234_R1,2024,2,248.5,825.0279638,1926.734007,853.2060432,,0,0
762,streatham,STREATHAM_S7_P4123_R2,2023,1,296,1399.8676,1854.6,158.7324,,0,0
763,streatham,STREATHAM_S7_P4123_R2,2024,2,185,611,0,-796,,0,0
764,streatham,STREATHAM_S2.1_P2341_R2,2023,1,307,1225.4,2576.324,1043.924,,0,0
765,streatham,STREATHAM_S2.1_P2341_R2,2024,2,259.5,1077.079767,996.2962964,-340.2834703,,0,0
766,streatham,STREATHAM_S9.3_P2121_R2,2023,1,296,1399.8676,1722.93,27.0624,,0,0
767,streatham,STREATHAM_S9.3_P2121_R2,2024,2,215.5,767.4003496,1417.043771,434.1434212,,0,0
768,streatham,STREATHAM_S1.2_P1212_R3,2023,1,307,1275.4,2361.734,779.334,,0,0
769,streatham,STREATHAM_S1.2_P1212_R3,2024,2,240,861.0076,856.6028226,-244.4047774,,0,0
770,streatham,STREATHAM_S2.3_P3412_R3,2023,1,296,1414.8676,1623.6,-87.2676,,0,0
771,streatham,STREATHAM_S2.3_P3412_R3,2024,2,259.5,1015.904979,1204.049059,-71.35591933,,0,0
772,streatham,STREATHAM_S7_P4123_R3,2023,1,296,1399.8676,1557.27,-138.5976,,0,0
773,streatham,STREATHAM_S7_P4123_R3,2024,2,185,611,0,-796,,0,0
774,streatham,STREATHAM_S2.4_P1234_R3,2023,1,292.5,1266.35,1210.68,-348.17,,0,0
775,streatham,STREATHAM_S2.4_P1234_R3,2024,2,248.5,916.3794221,1840.989024,676.1096015,,0,0
776,streatham,STREATHAM_S2.3_P4123_R1,2023,1,296,1414.8676,1507.77,-203.0976,,0,0
777,streatham,STREATHAM_S2.3_P4123_R1,2024,2,273,932.066,1387.878788,182.8127876,,0,0
778,streatham,STREATHAM_S10_P1212_R3,2023,1,276.5,1123.95,2833.832,1433.382,,0,0
779,streatham,STREATHAM_S10_P1212_R3,2024,2,193.5,822.5826975,371.4717742,-644.6109233,,0,0
780,streatham,STREATHAM_S2.4_P4123_R1,2023,1,296,1442.3676,1934.46,196.0924,,0,0
781,streatham,STREATHAM_S2.4_P4123_R1,2024,2,240,836.633,1645.454545,568.8215454,,0,0
782,streatham,STREATHAM_S1.1_P2121_R1,2023,1,296,1352.3676,1961.19,312.8224,,0,0
783,streatham,STREATHAM_S1.1_P2121_R1,2024,2,248.5,852.0550362,2000.03367,899.4786335,,0,0
784,streatham,STREATHAM_S6.2_P1231_R3,2023,1,226.5,961.9,0,-1188.4,,0,0
785,streatham,STREATHAM_S6.2_P1231_R3,2024,2,226.5,958.3714366,1212.231183,27.35974609,,0,0
786,streatham,STREATHAM_S8_P3123_R1,2023,1,296,1399.8676,1674.75,-21.1176,,0,0
787,streatham,STREATHAM_S8_P3123_R1,2024,2,207,659.3,0,-866.3,,0,0
788,streatham,STREATHAM_S2.2_P3412_R3,2023,1,296,1399.8676,1592.25,-103.6176,,0,0
789,streatham,STREATHAM_S2.2_P3412_R3,2024,2,259.5,1105.459312,856.6028226,-508.3564894,,0,0
790,streatham,STREATHAM_S2.1_P4123_R3,2023,1,296,1352.3676,1215.39,-432.9776,,0,0
791,streatham,STREATHAM_S2.1_P4123_R3,2024,2,240,836.633,1613.407258,536.7742583,,0,0
792,streatham,STREATHAM_S1.2_P2121_R3,2023,1,296,1399.8676,1707.75,11.8824,,0,0
793,streatham,STREATHAM_S1.2_P2121_R3,2024,2,240,736.39,2137.079973,1160.689973,,0,0
794,streatham,STREATHAM_S6.2_P1231_R2,2023,1,226.5,961.9,0,-1188.4,,0,0
795,streatham,STREATHAM_S6.2_P1231_R2,2024,2,226.5,958.3714366,1171.049382,-13.82205412,,0,0
796,streatham,STREATHAM_S12_P0000_R2,2023,1,296,1399.8676,1683.66,-12.2076,,0,0
797,streatham,STREATHAM_S6.1_P3123_R1,2023,1,296,1399.8676,1655.61,-40.2576,,0,0
798,streatham,STREATHAM_S6.1_P3123_R1,2024,2,218,646.475,0,-864.475,,0,0
799,streatham,STREATHAM_S4_P3123_R1,2023,1,296,1399.8676,1813.35,117.4824,,0,0
800,streatham,STREATHAM_S4_P3123_R1,2024,2,196,635,0,-831,,0,0
801,streatham,STREATHAM_S1.3_P1212_R3,2023,1,279,1160.4,1109.648,-329.752,,0,0
802,streatham,STREATHAM_S1.3_P1212_R3,2024,2,240,831.6826,1021.08535,-50.59725043,,0,0
803,streatham,STREATHAM_S3_P4123_R2,2023,1,296,1399.8676,2029.17,333.3024,,0,0
804,streatham,STREATHAM_S3_P4123_R2,2024,2,240,836.633,1818.181818,741.5488182,,0,0
805,streatham,STREATHAM_S9.2_P2121_R1,2023,1,296,1399.8676,1632.84,-63.0276,,0,0
806,streatham,STREATHAM_S9.2_P2121_R1,2024,2,215.5,725.0014067,1311.296296,370.7948897,,0,0
807,streatham,STREATHAM_S5_P3123_R1,2023,1,285,1354.47,2050.538,411.068,,0,0
808,streatham,STREATHAM_S5_P3123_R1,2024,2,215.5,810.964654,1935.460157,908.9955029,,0,0
809,streatham,STREATHAM_S4_P2312_R2,2023,1,307,1275.4,2581.922,999.522,,0,0
810,streatham,STREATHAM_S4_P2312_R2,2024,2,215.5,885.3147844,870.3703704,-230.444414,,0,0
811,streatham,STREATHAM_S1.4_P1212_R3,2023,1,307,1315.4,2775.364,1152.964,,0,0
812,streatham,STREATHAM_S1.4_P1212_R3,2024,2,248.5,1106.626674,999.8319893,-355.294685,,0,0
813,streatham,STREATHAM_S1.1_P2121_R3,2023,1,296,1352.3676,1730.19,81.8224,,0,0
814,streatham,STREATHAM_S1.1_P2121_R3,2024,2,248.5,852.0550362,1945.491711,844.9366751,,0,0
815,streatham,STREATHAM_S6.1_P1231_R3,2023,1,226.5,961.9,0,-1188.4,,0,0
816,streatham,STREATHAM_S6.1_P1231_R3,2024,2,226.5,925.4431178,1419.494847,267.5517297,,0,0
817,streatham,STREATHAM_S2.4_P4123_R3,2023,1,296,1442.3676,1861.53,123.1624,,0,0
818,streatham,STREATHAM_S2.4_P4123_R3,2024,2,240,836.633,1832.66129,756.0282902,,0,0
819,streatham,STREATHAM_S6.1_P2312_R1,2023,1,307,1275.4,2690.772,1108.372,,0,0
820,streatham,STREATHAM_S6.1_P2312_R1,2024,2,215.5,926.8369873,667.5925925,-474.7443948,,0,0
821,streatham,STREATHAM_S2.1_P4123_R1,2023,1,296,1352.3676,1856.25,207.8824,,0,0
822,streatham,STREATHAM_S2.1_P4123_R1,2024,2,240,836.633,0,-1076.633,,0,0
823,streatham,STREATHAM_S2.1_P2341_R3,2023,1,307,1225.4,2561.396,1028.996,,0,0
824,streatham,STREATHAM_S2.1_P2341_R3,2024,2,259.5,1077.079767,919.438844,-417.1409227,,0,0
825,streatham,STREATHAM_S8_P1231_R1,2023,1,248.5,994.926,0,-1243.426,,0,0
826,streatham,STREATHAM_S8_P1231_R1,2024,2,215.5,767.2763931,1930.224467,947.4480738,,0,0
827,streatham,STREATHAM_S4_P1231_R1,2023,1,248.5,994.926,0,-1243.426,,0,0
828,streatham,STREATHAM_S4_P1231_R1,2024,2,215.5,805.4104511,1612.592593,591.6821418,,0,0
829,streatham,STREATHAM_S2.1_P3412_R3,2023,1,296,1352.3676,1609.41,-38.9576,,0,0
830,streatham,STREATHAM_S2.1_P3412_R3,2024,2,259.5,1084.72681,1202.200941,-142.0258693,,0,0
831,streatham,STREATHAM_S2.2_P4123_R1,2023,1,296,1399.8676,1884.96,189.0924,,0,0
832,streatham,STREATHAM_S2.2_P4123_R1,2024,2,240,836.633,1657.575757,580.9427574,,0,0
833,streatham,STREATHAM_S12_P0000_R8,2023,1,296,1399.8676,1762.2,66.3324,,0,0
834,streatham,STREATHAM_S9.2_P1212_R1,2023,1,276.5,1123.95,0,-1400.45,,0,0
835,streatham,STREATHAM_S9.2_P1212_R1,2024,2,215.5,877.9735091,798.1481482,-295.3253609,,0,0
836,streatham,STREATHAM_S8_P1231_R3,2023,1,248.5,994.926,0,-1243.426,,0,0
837,streatham,STREATHAM_S8_P1231_R3,2024,2,215.5,767.2763931,2056.961246,1074.184853,,0,0
838,streatham,STREATHAM_S13_P0000_R9,2023,1,226.5,961.9,0,-1188.4,,0,0
839,streatham,STREATHAM_S10_P2121_R2,2023,1,257,1090.88,1187.34,-160.54,,0,0
840,streatham,STREATHAM_S10_P2121_R2,2024,2,215.5,819.9151902,1207.65881,172.24362,,0,0
841,streatham,STREATHAM_S7_P1234_R1,2023,1,226.5,961.9,0,-1188.4,,0,0
842,streatham,STREATHAM_S7_P1234_R1,2024,2,185,611,0,-796,,0,0
843,streatham,STREATHAM_S12_P0000_R5,2023,1,296,1399.8676,1554.96,-140.9076,,0,0
844,streatham,STREATHAM_S7_P1234_R2,2023,1,226.5,961.9,0,-1188.4,,0,0
845,streatham,STREATHAM_S7_P1234_R2,2024,2,185,611,0,-796,,0,0
846,streatham,STREATHAM_S4_P3123_R3,2023,1,296,1399.8676,1794.54,98.6724,,0,0
847,streatham,STREATHAM_S4_P3123_R3,2024,2,196,635,0,-831,,0,0
848,streatham,STREATHAM_S1.4_P2121_R2,2023,1,296,1442.3676,1754.61,16.2424,,0,0
849,streatham,STREATHAM_S1.4_P2121_R2,2024,2,248.5,903.0347554,2089.040404,937.5056489,,0,0
850,streatham,STREATHAM_S3_P2341_R2,2023,1,296,1399.8676,1752.63,56.7624,,0,0
851,streatham,STREATHAM_S3_P2341_R2,2024,2,215.5,798.0360163,2082.059484,1068.523467,,0,0
